,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
150,(-0.0019372180104255676+3.884732723236084e-05j),(-0.001928173005580902+5.7443976402282715e-05j),(-0.0019227564334869385+6.101280450820923e-05j),(-0.0019191950559616089+5.272775888442993e-05j),(-0.0019297674298286438+4.706531763076782e-05j),(-0.0019284263253211975+5.4001808166503906e-05j),(-0.0019335225224494934+4.470348358154297e-05j),(-0.0019295737147331238+5.094707012176514e-05j),(-0.0019257515668869019+5.152076482772827e-05j),(-0.001937277615070343+4.3429434299468994e-05j),(-0.0019262582063674927+5.272775888442993e-05j),(-0.0019225701689720154+5.19677996635437e-05j),(-0.0019349902868270874+3.814697265625e-05j),(-0.0019278526306152344+4.922598600387573e-05j),(-0.0019475370645523071+3.769993782043457e-05j),(-0.0019340962171554565+4.477053880691528e-05j),(-0.001936197280883789+5.107372999191284e-05j),(-0.001940213143825531+3.14563512802124e-05j),(-0.0019176006317138672+5.496293306350708e-05j),(-0.0019126981496810913+6.126612424850464e-05j),(-0.0019437745213508606+3.980100154876709e-05j),(-0.0019416138529777527+3.9927661418914795e-05j),(-0.0019362643361091614+3.470480442047119e-05j),(-0.0019448623061180115+3.9480626583099365e-05j),(-0.0019304677844047546+4.0628015995025635e-05j),(-0.0019428879022598267+3.5919249057769775e-05j),(-0.0019258186221122742+5.782395601272583e-05j),(-0.001930147409439087+4.050135612487793e-05j),(-0.0019314810633659363+5.272775888442993e-05j),(-0.0019256249070167542+4.789233207702637e-05j),(-0.0019371509552001953+4.3369829654693604e-05j)
151,(-0.0019242241978645325+5.5149197578430176e-05j),(-0.001941293478012085+4.114210605621338e-05j),(-0.001956835389137268+3.425776958465576e-05j),(-0.0019477233290672302+2.9355287551879883e-05j),(-0.0019407868385314941+3.814697265625e-05j),(-0.0019411668181419373+3.1970441341400146e-05j),(-0.0019458755850791931+3.349781036376953e-05j),(-0.0019384920597076416+4.35560941696167e-05j),(-0.0019320547580718994+4.184246063232422e-05j),(-0.0019529461860656738+2.642720937728882e-05j),(-0.0019333288073539734+4.413723945617676e-05j),(-0.0019393190741539001+3.8467347621917725e-05j),(-0.0019284263253211975+4.400312900543213e-05j),(-0.0019281059503555298+5.222111940383911e-05j),(-0.001935623586177826+3.980100154876709e-05j),(-0.001939825713634491+4.304945468902588e-05j),(-0.0019258782267570496+5.2541494369506836e-05j),(-0.001934729516506195+4.234910011291504e-05j),(-0.0019335821270942688+2.9101967811584473e-05j),(-0.001940399408340454+3.177672624588013e-05j),(-0.0019409134984016418+4.2669475078582764e-05j),(-0.0019307807087898254+4.839897155761719e-05j),(-0.0019305944442749023+4.158914089202881e-05j),(-0.0019406527280807495+4.1775405406951904e-05j),(-0.0019371509552001953+3.254413604736328e-05j),(-0.0019439682364463806+3.954768180847168e-05j),(-0.001927793025970459+4.16487455368042e-05j),(-0.0019398927688598633+4.114210605621338e-05j),(-0.0019361302256584167+4.540383815765381e-05j),(-0.0019320547580718994+4.49642539024353e-05j),(-0.001935116946697235+5.101412534713745e-05j)
152,(-0.0019297599792480469+5.2094459533691406e-05j),(-0.0019316747784614563+4.51505184173584e-05j),(-0.001940213143825531+4.489719867706299e-05j),(-0.0019325688481330872+4.719197750091553e-05j),(-0.001930147409439087+4.216283559799194e-05j),(-0.0019483640789985657+3.299117088317871e-05j),(-0.0019323155283927917+5.075335502624512e-05j),(-0.001923203468322754+5.3748488426208496e-05j),(-0.0019277259707450867+4.445016384124756e-05j),(-0.001944221556186676+3.4324824810028076e-05j),(-0.0019388720393180847+4.5530498027801514e-05j),(-0.0019504651427268982+2.9802322387695312e-05j),(-0.0019437149167060852+2.7127563953399658e-05j),(-0.0019479840993881226+3.069639205932617e-05j),(-0.0019418001174926758+3.6172568798065186e-05j),(-0.001945309340953827+2.7321279048919678e-05j),(-0.0019342228770256042+4.547089338302612e-05j),(-0.001941487193107605+3.649294376373291e-05j),(-0.00193072110414505+4.929304122924805e-05j),(-0.0019310414791107178+4.209578037261963e-05j),(-0.0019472166895866394+2.8654932975769043e-05j),(-0.0019284933805465698+4.279613494873047e-05j),(-0.0019342228770256042+4.9740076065063477e-05j),(-0.0019311010837554932+3.680586814880371e-05j),(-0.0019370242953300476+4.114210605621338e-05j),(-0.001936003565788269+5.4702162742614746e-05j),(-0.0019297003746032715+4.260241985321045e-05j),(-0.00193033367395401+3.49581241607666e-05j),(-0.001935817301273346+3.425776958465576e-05j),(-0.0019364506006240845+2.8021633625030518e-05j),(-0.0019426941871643066+3.4071505069732666e-05j)
153,(-0.0019298270344734192+5.8203935623168945e-05j),(-0.0019290000200271606+4.757195711135864e-05j),(-0.0019336491823196411+4.139542579650879e-05j),(-0.001924857497215271+4.979968070983887e-05j),(-0.0019395723938941956+3.604590892791748e-05j),(-0.00193709135055542+3.7826597690582275e-05j),(-0.0019407868385314941+4.2222440242767334e-05j),(-0.0019355639815330505+4.0568411350250244e-05j),(-0.0019460693001747131+3.190338611602783e-05j),(-0.001959376037120819+1.7255544662475586e-05j),(-0.001948811113834381+3.0249357223510742e-05j),(-0.0019315481185913086+3.30507755279541e-05j),(-0.001953713595867157+2.43261456489563e-05j),(-0.001948811113834381+2.547353506088257e-05j),(-0.001943841576576233+3.470480442047119e-05j),(-0.0019411668181419373+2.788752317428589e-05j),(-0.001943141222000122+3.120303153991699e-05j),(-0.0019400864839553833+4.044175148010254e-05j),(-0.0019378513097763062+3.445148468017578e-05j),(-0.00193052738904953+4.145503044128418e-05j),(-0.0019336491823196411+4.509091377258301e-05j),(-0.0019416138529777527+3.8273632526397705e-05j),(-0.0019336491823196411+4.489719867706299e-05j),(-0.0019368380308151245+3.769993782043457e-05j),(-0.0019381046295166016+2.7827918529510498e-05j),(-0.0019501447677612305+1.3686716556549072e-05j),(-0.0019497647881507874+3.4831464290618896e-05j),(-0.0019434615969657898+4.069507122039795e-05j),(-0.001935623586177826+3.3818185329437256e-05j),(-0.0019569620490074158+2.1010637283325195e-05j),(-0.0019388124346733093+3.6172568798065186e-05j)
154,(-0.001923777163028717+5.572289228439331e-05j),(-0.0019325017929077148+5.432218313217163e-05j),(-0.0019359439611434937+3.750622272491455e-05j),(-0.001940019428730011+4.400312900543213e-05j),(-0.001925051212310791+5.075335502624512e-05j),(-0.0019354969263076782+3.8973987102508545e-05j),(-0.0019323751330375671+3.273040056228638e-05j),(-0.001937665045261383+4.782527685165405e-05j),(-0.0019464492797851562+3.330409526824951e-05j),(-0.0019320547580718994+4.3369829654693604e-05j),(-0.0019339025020599365+4.642456769943237e-05j),(-0.0019368976354599+4.094839096069336e-05j),(-0.0019400790333747864+4.369020462036133e-05j),(-0.001939825713634491+3.0055642127990723e-05j),(-0.001926705241203308+4.114210605621338e-05j),(-0.001940019428730011+4.67449426651001e-05j),(-0.0019332021474838257+5.292147397994995e-05j),(-0.0019281059503555298+4.5530498027801514e-05j),(-0.0019354969263076782+4.591792821884155e-05j),(-0.0019410401582717896+3.935396671295166e-05j),(-0.0019370242953300476+4.521757364273071e-05j),(-0.0019264519214630127+5.062669515609741e-05j),(-0.001933455467224121+4.0821731090545654e-05j),(-0.0019441619515419006+2.362579107284546e-05j),(-0.001949124038219452+2.2351741790771484e-05j),(-0.0019468367099761963+3.425776958465576e-05j),(-0.0019409134984016418+3.795325756072998e-05j),(-0.0019449889659881592+3.9614737033843994e-05j),(-0.0019484907388687134+2.7447938919067383e-05j),(-0.0019379779696464539+4.120171070098877e-05j),(-0.0019393190741539001+3.890693187713623e-05j)
155,(-0.0019550472497940063+2.578645944595337e-05j),(-0.0019433945417404175+2.368539571762085e-05j),(-0.0019322484731674194+4.120171070098877e-05j),(-0.0019309073686599731+3.0249357223510742e-05j),(-0.0019435882568359375+2.598017454147339e-05j),(-0.0019283592700958252+3.394484519958496e-05j),(-0.0019402727484703064+2.5600194931030273e-05j),(-0.001936003565788269+3.1970441341400146e-05j),(-0.001929447054862976+3.649294376373291e-05j),(-0.0019337162375450134+3.7766993045806885e-05j),(-0.0019407868385314941+3.4578144550323486e-05j),(-0.0019437745213508606+3.4578144550323486e-05j),(-0.0019432678818702698+2.7127563953399658e-05j),(-0.0019507184624671936+1.1779367923736572e-05j),(-0.001941487193107605+2.8654932975769043e-05j),(-0.0019378513097763062+1.967698335647583e-05j),(-0.00195428729057312+3.075599670410156e-05j),(-0.0019494444131851196+2.2411346435546875e-05j),(-0.0019470900297164917+2.8468668460845947e-05j),(-0.0019415467977523804+3.120303153991699e-05j),(-0.001953139901161194+2.4899840354919434e-05j),(-0.0019569620490074158+1.4454126358032227e-05j),(-0.001949891448020935+2.292543649673462e-05j),(-0.0019472837448120117+3.8780272006988525e-05j),(-0.0019440948963165283+2.8081238269805908e-05j),(-0.0019610971212387085+2.8274953365325928e-05j),(-0.0019428879022598267+3.062933683395386e-05j),(-0.0019419267773628235+3.7319958209991455e-05j),(-0.0019413605332374573+4.1015446186065674e-05j),(-0.0019381046295166016+4.464387893676758e-05j),(-0.001936390995979309+3.14563512802124e-05j)
156,(-0.0019396394491195679+2.1398067474365234e-05j),(-0.0019227564334869385+2.3052096366882324e-05j),(-0.0019205957651138306+1.973658800125122e-05j),(-0.001923777163028717+3.604590892791748e-05j),(-0.0019201487302780151+2.578645944595337e-05j),(-0.0019275322556495667+3.865361213684082e-05j),(-0.0019254982471466064+1.808255910873413e-05j),(-0.0019242241978645325+2.7760863304138184e-05j),(-0.0019287467002868652+2.4646520614624023e-05j),(-0.0019253715872764587+2.8274953365325928e-05j),(-0.0019327551126480103+1.7449259757995605e-05j),(-0.0019298940896987915+1.993030309677124e-05j),(-0.0019245445728302002+1.9863247871398926e-05j),(-0.0019453689455986023+5.029141902923584e-06j),(-0.0019295737147331238+1.9550323486328125e-05j),(-0.0019265785813331604+2.018362283706665e-05j),(-0.0019353702664375305+1.636892557144165e-05j),(-0.0019371509552001953+1.2479722499847412e-05j),(-0.0019501447677612305+9.678304195404053e-06j),(-0.001967594027519226+1.668184995651245e-05j),(-0.0019451752305030823+3.228336572647095e-05j),(-0.0019537732005119324+2.8528273105621338e-05j),(-0.0019353702664375305+3.629922866821289e-05j),(-0.0019439682364463806+3.629922866821289e-05j),(-0.001941487193107605+2.7701258659362793e-05j),(-0.00194549560546875+2.3305416107177734e-05j),(-0.0019490644335746765+1.4327466487884521e-05j),(-0.0019409731030464172+2.5153160095214844e-05j),(-0.0019415467977523804+2.3052096366882324e-05j),(-0.0019554942846298218+2.3305416107177734e-05j),(-0.0019425004720687866+2.6360154151916504e-05j)
157,(-0.001953139901161194+9.678304195404053e-06j),(-0.0019325688481330872+1.1205673217773438e-05j),(-0.0019049271941184998+7.577240467071533e-06j),(-0.001920849084854126+1.0058283805847168e-05j),(-0.0019249245524406433+1.0251998901367188e-05j),(-0.0019424408674240112+4.388391971588135e-06j),(-0.001935817301273346+1.0445713996887207e-05j),(-0.0019239038228988647+1.1712312698364258e-05j),(-0.0019329488277435303+1.1399388313293457e-05j),(-0.0019260719418525696+9.678304195404053e-06j),(-0.0019295737147331238+1.0505318641662598e-05j),(-0.0019365772604942322+9.298324584960938e-06j),(-0.0019421204924583435+4.0084123611450195e-06j),(-0.0019282996654510498+1.2159347534179688e-05j),(-0.0019297599792480469+1.0184943675994873e-05j),(-0.001930147409439087+2.034008502960205e-06j),(-0.0019190683960914612+1.4200806617736816e-05j),(-0.0019184276461601257+2.069026231765747e-05j),(-0.0019453689455986023+2.5346875190734863e-05j),(-0.0019419938325881958+2.62334942817688e-05j),(-0.0019430741667747498+2.9481947422027588e-05j),(-0.0019489377737045288+3.203004598617554e-05j),(-0.0019651129841804504+2.5212764739990234e-05j),(-0.001961223781108856+2.9422342777252197e-05j),(-0.0019439682364463806+3.190338611602783e-05j),(-0.0019489973783493042+3.4518539905548096e-05j),(-0.001948811113834381+3.0182301998138428e-05j),(-0.001948423683643341+3.235042095184326e-05j),(-0.0019508451223373413+3.725290298461914e-05j),(-0.001949891448020935+3.5978853702545166e-05j),(-0.0019580423831939697+2.3245811462402344e-05j)
158,(-0.0019388720393180847+1.8909573554992676e-05j),(-0.0019266456365585327+2.069026231765747e-05j),(-0.0019107237458229065+2.0056962966918945e-05j),(-0.001928173005580902-5.036592483520508e-06j),(-0.001929059624671936+4.9620866775512695e-06j),(-0.0019325688481330872+3.6284327507019043e-06j),(-0.0019234567880630493+2.387911081314087e-05j),(-0.0019355639815330505+1.1526048183441162e-05j),(-0.001926705241203308+1.1652708053588867e-05j),(-0.0019309073686599731+6.623566150665283e-06j),(-0.001926705241203308+1.1906027793884277e-05j),(-0.0019242838025093079+1.6108155250549316e-05j),(-0.0019320547580718994+1.788884401321411e-05j),(-0.0019232705235481262+2.018362283706665e-05j),(-0.0019191950559616089+3.688037395477295e-06j),(-0.0019272789359092712-5.990266799926758e-06j),(-0.001923397183418274+1.2665987014770508e-06j),(-0.001911744475364685+1.0058283805847168e-05j),(-0.0019288063049316406+2.4899840354919434e-05j),(-0.0019339695572853088+4.2028725147247314e-05j),(-0.0019410401582717896+2.763420343399048e-05j),(-0.001935817301273346+4.967302083969116e-05j),(-0.001941487193107605+5.19677996635437e-05j),(-0.001957342028617859+1.7508864402770996e-05j),(-0.0019331425428390503+3.954768180847168e-05j),(-0.0019435212016105652+2.7954578399658203e-05j),(-0.0019502714276313782+2.718716859817505e-05j),(-0.001955367624759674+2.0697712898254395e-05j),(-0.0019451752305030823+2.9481947422027588e-05j),(-0.0019362643361091614+4.0121376514434814e-05j),(-0.001944035291671753+3.215670585632324e-05j)
159,(-0.0019447952508926392+2.8081238269805908e-05j),(-0.0019195079803466797+1.8402934074401855e-05j),(-0.0019290000200271606+4.075467586517334e-06j),(-0.0019076690077781677+1.5027821063995361e-05j),(-0.0019410401582717896+1.0125339031219482e-05j),(-0.0019260048866271973+3.190338611602783e-05j),(-0.0019326284527778625+2.6047229766845703e-05j),(-0.0019322484731674194+3.674626350402832e-05j),(-0.0019375979900360107+3.0182301998138428e-05j),(-0.0019198283553123474+3.910064697265625e-05j),(-0.001940399408340454+1.7508864402770996e-05j),(-0.0019305944442749023+2.9228627681732178e-05j),(-0.0019244775176048279+3.9868056774139404e-05j),(-0.0019274726510047913+3.4324824810028076e-05j),(-0.001918494701385498+3.3818185329437256e-05j),(-0.001909896731376648+1.827627420425415e-05j),(-0.0019030198454856873+1.8209218978881836e-05j),(-0.0019241571426391602+4.775822162628174e-06j),(-0.0019300207495689392+2.9675662517547607e-05j),(-0.001929447054862976+4.731863737106323e-05j),(-0.0019342228770256042+2.9295682907104492e-05j),(-0.0019396990537643433+3.910064697265625e-05j),(-0.0019545406103134155+3.094971179962158e-05j),(-0.0019409731030464172+3.30507755279541e-05j),(-0.0019703954458236694+1.802295446395874e-05j),(-0.0019462630152702332+2.413243055343628e-05j),(-0.001942373812198639+4.050135612487793e-05j),(-0.001948431134223938+2.8654932975769043e-05j),(-0.0019437745213508606+3.0376017093658447e-05j),(-0.0019331425428390503+3.4324824810028076e-05j),(-0.0019426271319389343+2.7827918529510498e-05j)
160,(-0.0019358769059181213+2.3111701011657715e-05j),(-0.0019230768084526062+2.0056962966918945e-05j),(-0.0019176676869392395+1.872330904006958e-05j),(-0.001923970878124237+1.967698335647583e-05j),(-0.001933455467224121+2.9355287551879883e-05j),(-0.001942761242389679+3.470480442047119e-05j),(-0.0019432678818702698+3.400444984436035e-05j),(-0.0019510388374328613+2.9549002647399902e-05j),(-0.0019546672701835632+3.247708082199097e-05j),(-0.0019423142075538635+1.9162893295288086e-05j),(-0.0019565150141716003+8.210539817810059e-06j),(-0.0019558146595954895+1.712888479232788e-05j),(-0.0019403398036956787+3.725290298461914e-05j),(-0.0019435212016105652+3.3624470233917236e-05j),(-0.0019464492797851562+2.62334942817688e-05j),(-0.0019338428974151611+1.2733042240142822e-05j),(-0.0019377917051315308-8.940696716308594e-07j),(-0.0019346028566360474+1.6555190086364746e-05j),(-0.0019479766488075256+1.3560056686401367e-05j),(-0.0019490644335746765+1.7508864402770996e-05j),(-0.001949697732925415+1.4834105968475342e-05j),(-0.001942567527294159+2.5659799575805664e-05j),(-0.001947149634361267+1.8402934074401855e-05j),(-0.001955941319465637+1.693516969680786e-05j),(-0.001946769654750824+2.7447938919067383e-05j),(-0.0019443482160568237+2.763420343399048e-05j),(-0.0019503980875015259+1.6361474990844727e-05j),(-0.0019490644335746765+1.5027821063995361e-05j),(-0.001943841576576233+2.553313970565796e-05j),(-0.0019530132412910461+1.8909573554992676e-05j),(-0.0019419938325881958+1.7255544662475586e-05j)
161,(-0.0019228830933570862+2.8207898139953613e-05j),(-0.0019257515668869019+2.152472734451294e-05j),(-0.001916833221912384+1.528114080429077e-05j),(-0.0019309744238853455+1.3686716556549072e-05j),(-0.0019616708159446716+3.56137752532959e-06j),(-0.0019489377737045288+1.1146068572998047e-05j),(-0.00195428729057312+1.942366361618042e-05j),(-0.0019515454769134521+2.6874244213104248e-05j),(-0.0019505247473716736+2.502650022506714e-05j),(-0.001954793930053711+1.0952353477478027e-05j),(-0.0019592493772506714+8.910894393920898e-06j),(-0.0019507184624671936+2.368539571762085e-05j),(-0.0019546672701835632+1.4647841453552246e-05j),(-0.001946769654750824+3.273040056228638e-05j),(-0.001940019428730011+1.8656253814697266e-05j),(-0.001931607723236084+1.2926757335662842e-05j),(-0.0019304007291793823+1.2926757335662842e-05j),(-0.0019342899322509766-2.7418136596679688e-06j),(-0.0019388124346733093+2.6300549507141113e-05j),(-0.001949124038219452+2.477318048477173e-05j),(-0.001950591802597046+2.08243727684021e-05j),(-0.0019541606307029724+2.7954578399658203e-05j),(-0.0019489377737045288+2.043694257736206e-05j),(-0.0019596368074417114+9.484589099884033e-06j),(-0.001950085163116455+1.7002224922180176e-05j),(-0.001940399408340454+3.0182301998138428e-05j),(-0.001955747604370117+6.750226020812988e-06j),(-0.0019421875476837158+2.6300549507141113e-05j),(-0.0019492581486701965+2.1904706954956055e-05j),(-0.001955941319465637+2.0056962966918945e-05j),(-0.001960970461368561+1.8596649169921875e-05j)
162,(-0.001937665045261383+2.6360154151916504e-05j),(-0.0019312277436256409+9.484589099884033e-06j),(-0.0019272789359092712-3.3155083656311035e-06j),(-0.0019425004720687866+7.0035457611083984e-06j),(-0.0019451752305030823+2.2411346435546875e-05j),(-0.0019391253590583801+3.884732723236084e-05j),(-0.0019500777125358582+2.738088369369507e-05j),(-0.0019474700093269348+3.4071505069732666e-05j),(-0.0019384920597076416+4.439055919647217e-05j),(-0.0019472166895866394+1.917034387588501e-05j),(-0.0019430145621299744+4.260241985321045e-05j),(-0.0019436478614807129+3.113597631454468e-05j),(-0.00194549560546875+3.680586814880371e-05j),(-0.0019449219107627869+2.642720937728882e-05j),(-0.0019465163350105286+1.57281756401062e-05j),(-0.0019338428974151611+1.668184995651245e-05j),(-0.001924857497215271+1.642853021621704e-05j),(-0.0019239038228988647+1.617521047592163e-05j),(-0.00196007639169693+5.155801773071289e-06j),(-0.0019464492797851562+2.9101967811584473e-05j),(-0.0019225701689720154+3.649294376373291e-05j),(-0.0019342899322509766+3.65525484085083e-05j),(-0.0019498243927955627+2.3752450942993164e-05j),(-0.0019481107592582703+2.9996037483215332e-05j),(-0.001935116946697235+2.4259090423583984e-05j),(-0.001931607723236084+3.629922866821289e-05j),(-0.0019485503435134888+3.285706043243408e-05j),(-0.0019395127892494202+3.139674663543701e-05j),(-0.001941293478012085+3.445148468017578e-05j),(-0.0019369646906852722+3.0502676963806152e-05j),(-0.0019443482160568237+3.5472214221954346e-05j)
163,(-0.0019443482160568237+1.7508864402770996e-05j),(-0.0019353702664375305+1.5869736671447754e-06j),(-0.0019356906414031982+4.202127456665039e-06j),(-0.0019300207495689392+2.598017454147339e-05j),(-0.0019435212016105652+2.368539571762085e-05j),(-0.0019419938325881958+3.789365291595459e-05j),(-0.0019484907388687134+2.0056962966918945e-05j),(-0.0019439682364463806+4.114210605621338e-05j),(-0.0019395723938941956+3.5978853702545166e-05j),(-0.0019491910934448242+2.292543649673462e-05j),(-0.001973778009414673+5.7891011238098145e-06j),(-0.001950085163116455+1.8596649169921875e-05j),(-0.0019518658518791199+3.127008676528931e-05j),(-0.0019368976354599+4.425644874572754e-05j),(-0.001936197280883789+1.706928014755249e-05j),(-0.0019311681389808655+1.2226402759552002e-05j),(-0.0019266456365585327+3.8817524909973145e-06j),(-0.0019386187195777893+5.409121513366699e-06j),(-0.0019393190741539001+2.407282590866089e-05j),(-0.0019464492797851562+2.253800630569458e-05j),(-0.0019412264227867126+2.9161572456359863e-05j),(-0.0019460096955299377+1.592189073562622e-05j),(-0.0019474104046821594+1.973658800125122e-05j),(-0.0019403398036956787+3.419816493988037e-05j),(-0.0019481107592582703+2.8908252716064453e-05j),(-0.0019477233290672302+2.6106834411621094e-05j),(-0.001952439546585083+3.438442945480347e-05j),(-0.0019419938325881958+2.5220215320587158e-05j),(-0.00194530189037323+1.993030309677124e-05j),(-0.001953139901161194+2.8848648071289062e-05j),(-0.001948423683643341+2.9422342777252197e-05j)
164,(-0.0019460096955299377+1.4074146747589111e-05j),(-0.0019417405128479004+1.0758638381958008e-05j),(-0.0019342228770256042-2.041459083557129e-06j),(-0.001936390995979309+1.0311603546142578e-05j),(-0.0019448623061180115+1.872330904006958e-05j),(-0.0019451156258583069+2.9034912586212158e-05j),(-0.0019472166895866394+2.1204352378845215e-05j),(-0.0019430145621299744+3.241002559661865e-05j),(-0.001956641674041748+1.7002224922180176e-05j),(-0.0019489377737045288+2.527981996536255e-05j),(-0.0019357502460479736+3.3624470233917236e-05j),(-0.0019396990537643433+3.3371150493621826e-05j),(-0.0019365176558494568+4.744529724121094e-05j),(-0.0019403398036956787+3.273040056228638e-05j),(-0.0019358769059181213+2.8908252716064453e-05j),(-0.0019291266798973083+2.763420343399048e-05j),(-0.0019282326102256775+1.3336539268493652e-06j),(-0.001923777163028717+1.9073486328125e-06j),(-0.0019512921571731567+1.547485589981079e-05j),(-0.001955747604370117+1.642853021621704e-05j),(-0.0019501447677612305+1.5854835510253906e-05j),(-0.001956067979335785+2.572685480117798e-05j),(-0.0019609108567237854+6.429851055145264e-06j),(-0.0019461959600448608+2.5913119316101074e-05j),(-0.001946963369846344+2.5913119316101074e-05j),(-0.0019464492797851562+2.063065767288208e-05j),(-0.0019451752305030823+2.9549002647399902e-05j),(-0.001933075487613678+3.7126243114471436e-05j),(-0.0019632652401924133+2.4452805519104004e-05j),(-0.0019468367099761963+2.6874244213104248e-05j),(-0.0019465833902359009+1.4960765838623047e-05j)
