,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
150,(-0.0020020529627799988+1.4647841453552246e-05j),(-0.001994214951992035+2.253800630569458e-05j),(-0.0019935816526412964+2.477318048477173e-05j),(-0.001984603703022003+2.5920569896697998e-05j),(-0.0019917935132980347+3.2417476177215576e-05j),(-0.001987084746360779+2.407282590866089e-05j),(-0.0019915401935577393+1.57281756401062e-05j),(-0.0019939616322517395+1.3880431652069092e-05j),(-0.001994982361793518+2.317875623703003e-05j),(-0.0019989311695098877+1.8149614334106445e-05j),(-0.0019939616322517395+8.530914783477783e-06j),(-0.0019928812980651855+2.3812055587768555e-05j),(-0.001988805830478668+2.5153160095214844e-05j),(-0.0019877851009368896+2.7060508728027344e-05j),(-0.001997143030166626+2.368539571762085e-05j),(-0.002003513276576996+3.814697265625e-06j),(-0.0019914135336875916+2.413243055343628e-05j),(-0.001992754638195038+2.08243727684021e-05j),(-0.0020017996430397034+1.3947486877441406e-05j),(-0.0019999518990516663+1.4774501323699951e-05j),(-0.001997843384742737+1.4007091522216797e-05j),(-0.0019896328449249268+3.165006637573242e-05j),(-0.0020098835229873657+1.2606382369995117e-05j),(-0.001989886164665222+1.0885298252105713e-05j),(-0.001983642578125+2.037733793258667e-05j),(-0.0019799545407295227+2.337247133255005e-05j),(-0.001987084746360779+3.222376108169556e-05j),(-0.001986384391784668+2.8081238269805908e-05j),(-0.0020050406455993652+1.2986361980438232e-05j),(-0.0020018592476844788+1.0058283805847168e-05j),(-0.0019932612776756287+1.4133751392364502e-05j)
151,(-0.0020049139857292175+1.0125339031219482e-05j),(-0.0019905194640159607+2.11372971534729e-05j),(-0.0019879117608070374+2.0503997802734375e-05j),(-0.0019983574748039246+1.5601515769958496e-05j),(-0.0019963160157203674+1.788884401321411e-05j),(-0.0019830092787742615+3.0055642127990723e-05j),(-0.0019935816526412964+1.5407800674438477e-05j),(-0.0019795075058937073+1.3306736946105957e-05j),(-0.0019698217511177063+3.139674663543701e-05j),(-0.001988232135772705+2.508610486984253e-05j),(-0.0019982904195785522+1.808255910873413e-05j),(-0.0020061880350112915+1.0699033737182617e-05j),(-0.0019915401935577393+1.2226402759552002e-05j),(-0.0019835159182548523+2.763420343399048e-05j),(-0.0019967034459114075+8.597970008850098e-06j),(-0.001987658441066742+1.4200806617736816e-05j),(-0.001989118754863739+2.4259090423583984e-05j),(-0.0019907131791114807+1.598149538040161e-05j),(-0.0019917339086532593+1.2412667274475098e-05j),(-0.0019906535744667053+2.1845102310180664e-05j),(-0.0019943416118621826+1.5601515769958496e-05j),(-0.00197785347700119+2.8848648071289062e-05j),(-0.001998104155063629+2.1710991859436035e-05j),(-0.001998990774154663+2.343207597732544e-05j),(-0.0019968897104263306+1.7061829566955566e-05j),(-0.001994088292121887+1.5214085578918457e-05j),(-0.00200103223323822+1.7449259757995605e-05j),(-0.0019905269145965576+1.1205673217773438e-05j),(-0.002011224627494812+3.688037395477295e-06j),(-0.0019899457693099976+1.1585652828216553e-05j),(-0.0019928142428398132+2.8081238269805908e-05j)
152,(-0.0019846633076667786+5.982816219329834e-06j),(-0.0019860640168190002+1.2226402759552002e-05j),(-0.001980528235435486+1.5221536159515381e-05j),(-0.0019902661442756653+4.075467586517334e-06j),(-0.0019902661442756653+8.277595043182373e-06j),(-0.001992754638195038+1.5601515769958496e-05j),(-0.0019782334566116333+2.5153160095214844e-05j),(-0.001988738775253296+1.788884401321411e-05j),(-0.001981988549232483+2.222508192062378e-05j),(-0.0019775331020355225+3.158301115036011e-05j),(-0.0019859373569488525+1.903623342514038e-05j),(-0.001971796154975891+2.7127563953399658e-05j),(-0.00197523832321167+2.9675662517547607e-05j),(-0.001980401575565338+1.8909573554992676e-05j),(-0.0019906535744667053+1.6048550605773926e-05j),(-0.001980140805244446+2.08243727684021e-05j),(-0.001986384391784668+1.6048550605773926e-05j),(-0.0019930675625801086+1.2800097465515137e-05j),(-0.0020109713077545166+5.729496479034424e-06j),(-0.001988232135772705+7.957220077514648e-06j),(-0.0019804611802101135+2.2098422050476074e-05j),(-0.00199040025472641-1.9371509552001953e-07j),(-0.0019988641142845154+8.657574653625488e-06j),(-0.0019812285900115967+2.438575029373169e-05j),(-0.0019847899675369263+2.0503997802734375e-05j),(-0.0019889920949935913+1.623481512069702e-05j),(-0.001987278461456299+1.7061829566955566e-05j),(-0.0019779130816459656+3.0502676963806152e-05j),(-0.001988358795642853+2.4005770683288574e-05j),(-0.0019793808460235596+3.400444984436035e-05j),(-0.0019759386777877808+3.177672624588013e-05j)
153,(-0.001980714499950409+4.902482032775879e-06j),(-0.0019984841346740723-7.204711437225342e-06j),(-0.0019992515444755554-1.0319054126739502e-05j),(-0.001973457634449005+1.0125339031219482e-05j),(-0.001987144351005554-8.471310138702393e-06j),(-0.0019892528653144836-4.336237907409668e-06j),(-0.0019852370023727417+3.0547380447387695e-06j),(-0.001974917948246002-1.7881393432617188e-06j),(-0.0019762590527534485+4.9620866775512695e-06j),(-0.001991480588912964-2.294778823852539e-06j),(-0.001977786421775818+7.703900337219238e-06j),(-0.001972883939743042+5.982816219329834e-06j),(-0.0019761323928833008+8.463859558105469e-06j),(-0.0019675344228744507+1.1712312698364258e-05j),(-0.0019744709134101868+8.657574653625488e-06j),(-0.0019742846488952637+1.6748905181884766e-05j),(-0.0019882917404174805+7.1302056312561035e-06j),(-0.00197504460811615+1.1458992958068848e-05j),(-0.001971609890460968+3.948807716369629e-06j),(-0.0019691884517669678+1.0505318641662598e-05j),(-0.0019703954458236694+1.3686716556549072e-05j),(-0.0019732043147087097+2.158433198928833e-05j),(-0.001985490322113037+2.133101224899292e-05j),(-0.001991353929042816+1.9863247871398926e-05j),(-0.0019925013184547424+2.6620924472808838e-05j),(-0.001990966498851776+1.6301870346069336e-05j),(-0.0019873380661010742+2.2098422050476074e-05j),(-0.0019895657896995544+2.6173889636993408e-05j),(-0.0019879117608070374+1.8849968910217285e-05j),(-0.001982375979423523+1.642853021621704e-05j),(-0.0019991248846054077+2.183765172958374e-05j)
154,(-0.0019768327474594116-1.3120472431182861e-05j),(-0.001979827880859375-2.5480985641479492e-06j),(-0.001971609890460968+8.866190910339355e-07j),(-0.0019799545407295227+3.3080577850341797e-06j),(-0.0019753053784370422+3.1813979148864746e-06j),(-0.00196664035320282+1.2665987014770508e-07j),(-0.0019802674651145935+5.662441253662109e-06j),(-0.0019718632102012634+1.2665987014770508e-05j),(-0.001983068883419037-4.656612873077393e-06j),(-0.0019629448652267456-1.4081597328186035e-06j),(-0.00196664035320282+5.282461643218994e-06j),(-0.0019821152091026306-1.3820827007293701e-05j),(-0.0019689351320266724+2.6747584342956543e-06j),(-0.0019726306200027466+9.864568710327148e-06j),(-0.0019706562161445618-3.822147846221924e-06j),(-0.0019772127270698547+7.510185241699219e-06j),(-0.001954220235347748+1.598149538040161e-05j),(-0.00195389986038208+1.0505318641662598e-05j),(-0.001951359212398529+7.510185241699219e-06j),(-0.001953519880771637+1.617521047592163e-05j),(-0.0019698217511177063+2.2277235984802246e-06j),(-0.001977086067199707+2.1651387214660645e-05j),(-0.0019605234265327454+3.820657730102539e-05j),(-0.0019809678196907043+2.9996037483215332e-05j),(-0.001992367208003998+2.1904706954956055e-05j),(-0.001992754638195038+2.088397741317749e-05j),(-0.0019775331020355225+3.222376108169556e-05j),(-0.0019893795251846313+3.069639205932617e-05j),(-0.0019926875829696655+2.7827918529510498e-05j),(-0.0019846633076667786+3.5531818866729736e-05j),(-0.001976318657398224+2.1904706954956055e-05j)
155,(-0.0019629448652267456+8.083879947662354e-06j),(-0.0019781067967414856+8.910894393920898e-06j),(-0.001976892352104187+2.1710991859436035e-05j),(-0.001976579427719116+1.2099742889404297e-05j),(-0.001984342932701111+1.4834105968475342e-05j),(-0.00197765976190567+8.657574653625488e-06j),(-0.0019786134362220764+6.236135959625244e-06j),(-0.001990586519241333-4.716217517852783e-06j),(-0.0019813552498817444+1.547485589981079e-05j),(-0.0019891858100891113+4.582107067108154e-06j),(-0.001991160213947296+5.2228569984436035e-06j),(-0.0019786804914474487+1.6108155250549316e-05j),(-0.0019868314266204834+1.2733042240142822e-05j),(-0.0019826292991638184+1.1332333087921143e-05j),(-0.001977086067199707+9.931623935699463e-06j),(-0.0019914135336875916+6.303191184997559e-06j),(-0.0019712895154953003+1.897662878036499e-05j),(-0.001980014145374298+3.11434268951416e-06j),(-0.0019758790731430054+1.1399388313293457e-06j),(-0.0019660666584968567-7.458031177520752e-06j),(-0.0019766390323638916+8.024275302886963e-06j),(-0.0019844695925712585+7.770955562591553e-06j),(-0.0019870176911354065+2.1010637283325195e-05j),(-0.0019848570227622986+2.9481947422027588e-05j),(-0.001983642578125+3.3117830753326416e-05j),(-0.0019782930612564087+2.7447938919067383e-05j),(-0.001982368528842926+3.203004598617554e-05j),(-0.001994788646697998+1.967698335647583e-05j),(-0.0019761323928833008+3.075599670410156e-05j),(-0.001971222460269928+4.712492227554321e-05j),(-0.0019810348749160767+2.718716859817505e-05j)
156,(-0.001984916627407074+9.484589099884033e-06j),(-0.0019685477018356323+3.1717121601104736e-05j),(-0.0019821152091026306+2.6874244213104248e-05j),(-0.0019970163702964783+9.164214134216309e-06j),(-0.001999378204345703+1.7955899238586426e-05j),(-0.001979127526283264+3.7826597690582275e-05j),(-0.0019842833280563354+2.668052911758423e-05j),(-0.0019747912883758545+2.7954578399658203e-05j),(-0.0019762590527534485+2.8461217880249023e-05j),(-0.00200103223323822+1.738220453262329e-05j),(-0.00199243426322937+1.4707446098327637e-05j),(-0.0019975900650024414+2.9280781745910645e-06j),(-0.0019751787185668945+2.438575029373169e-05j),(-0.0019795671105384827+2.0757317543029785e-05j),(-0.0020070821046829224+9.104609489440918e-06j),(-0.0019739046692848206+1.802295446395874e-05j),(-0.0019833892583847046+1.8209218978881836e-05j),(-0.0019771531224250793+1.8209218978881836e-05j),(-0.001980714499950409+8.724629878997803e-06j),(-0.0019689947366714478-6.183981895446777e-06j),(-0.001965239644050598-5.140900611877441e-07j),(-0.001995302736759186-4.656612873077393e-06j),(-0.0019893795251846313+2.362579107284546e-05j),(-0.0019939616322517395+1.3560056686401367e-05j),(-0.001993514597415924+1.642853021621704e-05j),(-0.0019758716225624084+2.9169023036956787e-05j),(-0.001991860568523407+1.4454126358032227e-05j),(-0.001991860568523407+2.222508192062378e-05j),(-0.0019867047667503357+2.7127563953399658e-05j),(-0.001981101930141449+3.4324824810028076e-05j),(-0.001984536647796631+2.107769250869751e-05j)
157,(-0.001981481909751892+8.851289749145508e-06j),(-0.0019799545407295227+3.0055642127990723e-05j),(-0.001977279782295227+2.527981996536255e-05j),(-0.0019742175936698914+2.9675662517547607e-05j),(-0.0019786804914474487+2.158433198928833e-05j),(-0.0019868314266204834+2.9101967811584473e-05j),(-0.0019873380661010742+2.063065767288208e-05j),(-0.0019820556044578552+2.457946538925171e-05j),(-0.0019740909337997437+3.5472214221954346e-05j),(-0.0019713565707206726+2.4959444999694824e-05j),(-0.001968108117580414+4.145503044128418e-05j),(-0.001987151801586151+2.5920569896697998e-05j),(-0.001988612115383148+3.419816493988037e-05j),(-0.0019841566681861877+2.7954578399658203e-05j),(-0.0019926875829696655+2.0697712898254395e-05j),(-0.0019806548953056335+2.572685480117798e-05j),(-0.0019855573773384094+3.107637166976929e-05j),(-0.0019795671105384827+2.7701258659362793e-05j),(-0.0019757449626922607+2.2411346435546875e-05j),(-0.0019656866788864136+1.0378658771514893e-05j),(-0.0019620507955551147+4.26173210144043e-06j),(-0.0019813552498817444+1.1906027793884277e-05j),(-0.001993834972381592+2.693384885787964e-05j),(-0.001987084746360779+2.5220215320587158e-05j),(-0.0019740909337997437+2.8274953365325928e-05j),(-0.0019674673676490784+4.050135612487793e-05j),(-0.0019671469926834106+3.069639205932617e-05j),(-0.0019828826189041138+4.0881335735321045e-05j),(-0.0019791871309280396+3.0376017093658447e-05j),(-0.0019725635647773743+4.642456769943237e-05j),(-0.001971416175365448+4.4323503971099854e-05j)
158,(-0.0019859373569488525+2.0310282707214355e-05j),(-0.001995489001274109+1.1906027793884277e-05j),(-0.001987658441066742+1.7195940017700195e-05j),(-0.0019934549927711487+2.5346875190734863e-05j),(-0.002003580331802368+1.598149538040161e-05j),(-0.00199880450963974+1.3120472431182861e-05j),(-0.0019958093762397766+1.4454126358032227e-05j),(-0.0020040273666381836+8.910894393920898e-06j),(-0.001995176076889038+1.808255910873413e-05j),(-0.0019990578293800354+1.2099742889404297e-05j),(-0.0019950494170188904+9.037554264068604e-06j),(-0.001987658441066742+1.7449259757995605e-05j),(-0.0019886791706085205+2.477318048477173e-05j),(-0.001976892352104187+2.9355287551879883e-05j),(-0.001991353929042816+2.3111701011657715e-05j),(-0.0019747912883758545+4.215538501739502e-05j),(-0.0019892528653144836+1.7955899238586426e-05j),(-0.001987464725971222+3.203004598617554e-05j),(-0.001959890127182007+2.763420343399048e-05j),(-0.0019713565707206726+4.075467586517334e-06j),(-0.0019755586981773376+9.484589099884033e-06j),(-0.001987084746360779+2.27317214012146e-05j),(-0.001990780234336853+2.62334942817688e-05j),(-0.0020012855529785156+1.3627111911773682e-05j),(-0.001988552510738373+1.7255544662475586e-05j),(-0.0019987374544143677+2.4646520614624023e-05j),(-0.0019849836826324463+2.8528273105621338e-05j),(-0.001984603703022003+1.9609928131103516e-05j),(-0.0019867047667503357+3.0502676963806152e-05j),(-0.0019757449626922607+3.840029239654541e-05j),(-0.0019891858100891113+2.7574598789215088e-05j)
159,(-0.0019919201731681824+2.1651387214660645e-05j),(-0.001991160213947296+2.2605061531066895e-05j),(-0.0019999518990516663+2.1010637283325195e-05j),(-0.0019944682717323303+1.4834105968475342e-05j),(-0.001984916627407074+3.394484519958496e-05j),(-0.001996442675590515+1.897662878036499e-05j),(-0.0019714832305908203+3.5278499126434326e-05j),(-0.0019849836826324463+2.9169023036956787e-05j),(-0.002009250223636627+3.0547380447387695e-06j),(-0.0019923076033592224+1.5087425708770752e-05j),(-0.0020058080554008484+7.383525371551514e-06j),(-0.002004086971282959+9.998679161071777e-06j),(-0.0019977837800979614+2.668052911758423e-05j),(-0.001995556056499481+1.4901161193847656e-05j),(-0.001993134617805481+1.8462538719177246e-05j),(-0.001991286873817444+1.993030309677124e-05j),(-0.0019823089241981506+2.8781592845916748e-05j),(-0.0020000115036964417+1.5027821063995361e-05j),(-0.0020041540265083313-2.808868885040283e-06j),(-0.0019747912883758545-6.631016731262207e-06j),(-0.001987658441066742-1.7210841178894043e-06j),(-0.001989506185054779+2.86102294921875e-06j),(-0.0019956156611442566+2.4259090423583984e-05j),(-0.0020033270120620728+9.998679161071777e-06j),(-0.0020021796226501465+3.814697265625e-06j),(-0.0019917935132980347+1.8596649169921875e-05j),(-0.0019768327474594116+3.4518539905548096e-05j),(-0.001994088292121887+2.088397741317749e-05j),(-0.0019817352294921875+1.802295446395874e-05j),(-0.001992367208003998+3.13296914100647e-05j),(-0.0019859373569488525+3.0055642127990723e-05j)
